	id	Area	Population	Per_capita_personal_income
1474	20125	Montgomery, KS	0.061256891637348	0.0478243120441185
1475	21173	Montgomery, KY	0.0877249074154007	0.0775728129202623
1476	24031	Montgomery, MD	0.0905298801482257	0.0795721917097223
1477	29139	Montgomery, MO	0.0658444426003355	0.0526150181054427
1478	28097	Montgomery, MS	0.104614347636586	0.086451396193776
1479	37123	Montgomery, NC	0.105673367288706	0.0879828077986204
1480	36057	Montgomery, NY	0.0864312921383167	0.0839315283946402
1481	39113	Montgomery, OH	0.0755294282044789	0.0652099422452755
1482	42091	Montgomery, PA	0.0909139491001125	0.0862892064207248
1483	47125	Montgomery, TN	0.0867078492003001	0.0746775822875049
1484	48339	Montgomery, TX	0.0768477035560215	0.0541910429188131
1485	26119	Montmorency, MI	0.0636600531143086	0.0518069612182076
1486	42093	Montour, PA	0.0870914666823181	0.0806009628418967
1487	46101	Moody, SD	0.0490357490918174	0.0418407251058947
1488	37125	Moore, NC	0.106559329240053	0.08935242635288
1489	47127	Moore, TN	0.0992444599099526	0.0917743995283247
1490	22067	Morehouse, LA	0.0800367268280289	0.0631406131692423
1491	1103	Morgan, AL	0.09869683805037	0.0873206003042648
1492	13211	Morgan, GA	0.109544432842754	0.0869510028299414
1493	17137	Morgan, IL	0.0696749904922967	0.057433498288372
1494	18109	Morgan, IN	0.0794655675739184	0.0699666742705014
1495	21175	Morgan, KY	0.0949616612805311	0.0830572735282294
1496	29141	Morgan, MO	0.068107795887979	0.0545430021191855
1497	39115	Morgan, OH	0.0774666743155512	0.0664064985375241
1498	47129	Morgan, TN	0.0963254567910726	0.0935776767332611
1499	54065	Morgan, WV	0.0794519517473952	0.0666886677783958
1500	20127	Morris, KS	0.0578441938061025	0.0454415306484467
1501	34027	Morris, NJ	0.0936688253888482	0.09505849013004
1502	48343	Morris, TX	0.0909559257949324	0.0651916578163381
1503	27097	Morrison, MN	0.0517490688968587	0.044914382888889
1504	39117	Morrow, OH	0.0738486827952467	0.0645616638875031
1505	17139	Moultrie, IL	0.0761275797328917	0.0645862689516736
1506	27099	Mower, MN	0.0655621069941243	0.0605939253673609
1507	21177	Muhlenberg, KY	0.0852111885407554	0.0737948546415652
1508	13213	Murray, GA	0.101225854852429	0.0923106234843156
1509	27101	Murray, MN	0.055870727016672	0.0493256008798746
1510	40099	Murray, OK	0.0419614442898655	0.033504357721111
1511	19139	Muscatine, IA	0.0723837585138264	0.0633359441375621
1512	13215	Muscogee, GA	0.0972110439614303	0.074446362941334
1513	26121	Muskegon, MI	0.0734703257985313	0.0618220108823376
1514	39119	Muskingum, OH	0.0726209279627021	0.0620188807667865
1515	40101	Muskogee, OK	0.0746956030833028	0.0568738834060634
1516	48347	Nacogdoches, TX	0.0871234231507659	0.0618849792175594
1517	31125	Nance, NE	0.0428539911998476	0.0346395057661651
1518	25019	Nantucket, MA	0.111814998836139	0.126680745134374
1519	37127	Nash, NC	0.105707192237388	0.0886714805834922
1520	12089	Nassau, FL	0.0935979070435807	0.0709545694275752
1521	36059	Nassau, NY	0.101720197924833	0.10462350913346
1522	22069	Natchitoches, LA	0.0901922608665436	0.0689085950297139
1523	48349	Navarro, TX	0.0297434153527692	0.0226053384992388
1524	21179	Nelson, KY	0.0840624744244999	0.0718549297156064
1525	38063	Nelson, ND	0.0432429462919949	0.0387165742634014
1526	51125	Nelson, VA	0.0982162815374977	0.0888348584354565
1527	20131	Nemaha, KS	0.0616849673744633	0.0491630388659462
1528	31127	Nemaha, NE	0.0595227357728737	0.0479214029406825
1529	20133	Neosho, KS	0.0721009703712721	0.0573995402184735
1530	28099	Neshoba, MS	0.108025082884339	0.0876452175172527
1531	20135	Ness, KS	0.0161254187363867	0.00998812232344087
1532	5099	Nevada, AR	0.108714424694335	0.0841298747741264
1533	26123	Newaygo, MI	0.0662810019918643	0.0567702482486433
1534	45071	Newberry, SC	0.109465114515344	0.0841171443759867
1535	44005	Newport, RI	0.115067570918017	0.126784891430081
1536	5101	Newton, AR	0.0955739129103581	0.0824002523364833
1537	13217	Newton, GA	0.108917692351731	0.0885908106865323
1538	18111	Newton, IN	0.0761565131519282	0.0669055615532058
1539	29145	Newton, MO	0.0903014235188601	0.0730022205163139
1540	28101	Newton, MS	0.108776568565117	0.0868677078435431
1541	48351	Newton, TX	0.103746285332204	0.0785595330592535
1542	36063	Niagara, NY	0.0779344592924177	0.0691468510433056
1543	21181	Nicholas, KY	0.0819244903456412	0.0717447183166221
1544	54067	Nicholas, WV	0.0943071600994598	0.090947803202267
1545	27103	Nicollet, MN	0.0586681816323849	0.0516870480199563
1546	18113	Noble, IN	0.069535719014297	0.0596930227009021
1547	39121	Noble, OH	0.077674828923728	0.0667014442181976
1548	40103	Noble, OK	0.0418129629393006	0.0334926423959131
1549	27105	Nobles, MN	0.0563505854484332	0.0493963447313244
1550	29147	Nodaway, MO	0.0674825737622374	0.0565230110047648
1551	25021	Norfolk, MA	0.0981530759683626	0.10130035997396
1552	27107	Norman, MN	0.0450708036042239	0.0400740984068207
1553	37131	Northampton, NC	0.104672705448081	0.0873809877062503
1554	42095	Northampton, PA	0.0923546313707695	0.0894461039157816
1555	51131	Northampton, VA	0.0982872891070203	0.0897297771361504
1556	42097	Northumberland, PA	0.0874579554174256	0.0815049025836644
1557	51133	Northumberland, VA	0.0981574860187003	0.0872372183474183
1558	20137	Norton, KS	0.0185208561748368	0.012718334856404
1559	51135	Nottoway, VA	0.0978324121958652	0.0825343190034964
1560	40105	Nowata, OK	0.062986895223859	0.048439769634418
1561	28103	Noxubee, MS	0.0876008479393546	0.0717470005211973
1562	31129	Nuckolls, NE	0.0396607422191948	0.0322092639498465
1563	48355	Nueces, TX	0.0238207109348262	0.0154831606369045
1564	26125	Oakland, MI	0.054675089641937	0.0432408029198084
1565	47131	Obion, TN	0.0883082945559568	0.0781155834564608
1566	34029	Ocean, NJ	0.0874572344629729	0.0816695176161444
1567	26127	Oceana, MI	0.0725034439279045	0.0605020049323147
1568	13219	Oconee, GA	0.109889021234632	0.088404795539863
1569	45073	Oconee, SC	0.102286395516303	0.094295830319008
1570	55083	Oconto, WI	0.0627011709736081	0.0530610964263388
1571	26129	Ogemaw, MI	0.0597111241960629	0.0490984706042505
1572	17141	Ogle, IL	0.0735882763551563	0.0663672212905596
1573	13221	Oglethorpe, GA	0.107623777540859	0.0851104228945742
1574	18115	Ohio, IN	0.080940246659042	0.0698796677582533
1575	21183	Ohio, KY	0.0843442363696894	0.0729700432288512
1576	54069	Ohio, WV	0.0769679011336701	0.0674635905345556
1577	12091	Okaloosa, FL	0.108345799788708	0.0971138413189414
1578	12093	Okeechobee, FL	0.0926601153211219	0.0665387069679736
1579	40107	Okfuskee, OK	0.0648233036772784	0.0499329637458979
1580	40109	Oklahoma, OK	0.0475644748201121	0.0383849024826382
1581	40111	Okmulgee, OK	0.0628810272228907	0.0482107751876186
1582	28105	Oktibbeha, MS	0.0923917633483843	0.077985854328877
1583	21185	Oldham, KY	0.080058452168988	0.0691776705816238
1584	27109	Olmsted, MN	0.0641419198609672	0.058467787151906
1585	36065	Oneida, NY	0.0891468640706823	0.0896593952581333
1586	55085	Oneida, WI	0.0669110936438557	0.0590232097866682
1587	36067	Onondaga, NY	0.0854872604985088	0.0821524065874487
1588	37133	Onslow, NC	0.0959840050963191	0.0832963324165822
1589	36069	Ontario, NY	0.0765401264774429	0.0675227765571108
1590	26131	Ontonagon, MI	0.0702233402038086	0.0638356046571884
1591	12095	Orange, FL	0.0906219239830545	0.0668961615200691
1592	18117	Orange, IN	0.0793077173027477	0.0695901100884181
1593	37135	Orange, NC	0.102344673048549	0.0863785485523637
1594	36071	Orange, NY	0.0942111707353352	0.0929166931858312
1595	48361	Orange, TX	0.102546158901999	0.0866990585918009
1596	51137	Orange, VA	0.0964428438950114	0.0840549873542723
1597	50017	Orange, VT	0.0804505943868549	0.07942086028035
1598	45075	Orangeburg, SC	0.111108007528217	0.0863465780427448
1599	29149	Oregon, MO	0.0909024289245918	0.0725844891235256
1600	22071	Orleans, LA	0.109958282676414	0.09978226051487
1601	36073	Orleans, NY	0.0725330008687404	0.0619053351592684
1602	50019	Orleans, VT	0.0780875715798881	0.0763114506358817
1603	20139	Osage, KS	0.066635205491462	0.0531083440340042
1604	29151	Osage, MO	0.0664861997678888	0.0529811065917152
1605	40113	Osage, OK	0.0499473413766029	0.0388421432616434
1606	20141	Osborne, KS	0.021694480294044	0.016551819037392
1607	12097	Osceola, FL	0.0883194567835601	0.0627550615199284
1608	19143	Osceola, IA	0.0572408998194292	0.0500852507785414
1609	26133	Osceola, MI	0.0652628488705045	0.0550949498254842
1610	26135	Oscoda, MI	0.0641744193831525	0.0525201352843866
1611	36075	Oswego, NY	0.085594803554925	0.0827648391516553
1612	31131	Otoe, NE	0.0582313685166678	0.0471758461204869
1613	26137	Otsego, MI	0.0686771896416983	0.0571672723047862
1614	36077	Otsego, NY	0.0853281215888482	0.0825950470131926
1615	20143	Ottawa, KS	0.0368602691981374	0.0302142647692844
1616	26139	Ottawa, MI	0.0772753753785513	0.0671573653202189
1617	39123	Ottawa, OH	0.0767399852598841	0.0651023816233605
1618	40115	Ottawa, OK	0.0669241489553217	0.051640990002914
1619	5103	Ouachita, AR	0.106414243486179	0.0810854053708993
1620	22073	Ouachita, LA	0.0892789893925142	0.0689425774558301
1621	55087	Outagamie, WI	0.0601218893900433	0.0513905134139578
1622	47133	Overton, TN	0.0971192372234889	0.0915761069969798
1623	18119	Owen, IN	0.079798280436473	0.0708920779595205
1624	21187	Owen, KY	0.0811931631192779	0.0707532860566777
1625	21189	Owsley, KY	0.0992897815224735	0.0883122393412438
1626	23017	Oxford, ME	0.0789136917616918	0.0764620841601673
1627	29153	Ozark, MO	0.0740091113381154	0.0582070144620393
1628	55089	Ozaukee, WI	0.0710821479324034	0.0631491200122411
1629	19145	Page, IA	0.0666573319249155	0.0561101521552934
1630	51139	Page, VA	0.0961370163060944	0.0858088790941757
